12/01/2018 03:42,,,,
Código,Descrição,Início de Vigência,Fim de Vigência,Classe Mercadoria Perigosa
1514,NITRATO DE ZINCO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1515,PERMANGANATO DE ZINCO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1516,PERÓXIDO DE ZINCO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1517,PICRAMATO DE ZIRCÓNIO HUMEDECIDO COM PELO MENOS 20%(MASSA) DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1541,CIANIDRINA DE ACETONA ESTABILIZADA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1544,"ALCALÓIDES SÓLIDOS, N.S.A. OU SAIS DE ALCALÓIDESSÓLIDOS, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1545,ISOTIOCIANATO DE ALILO ESTABILIZADO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1546,ARSENIATO DE AMÓNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1547,ANILINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1548,CLOROHIDRATO DE ANILINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1549,"COMPOSTO INORGÂNICO SÓLIDO DE ANTIMÓNIO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1550,LACTATO DE ANTIMÓNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1551,TARTRATO DE ANTIMÓNIO E DE POTÁSSIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1553,ÁCIDO ARSÉNICO LÍQUIDO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1554,ÁCIDO ARSÉNICO SÓLIDO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1555,BROMETO DE ARSÉNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1556,"COMPOSTO LÍQUIDO DE ARSÉNIO, N.S.A., INORGÂNICO, INCLUINDOARSENIATOS N.S.A., ARSENITOS N.S.A. E ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1557,"COMPOSTO SÓLIDO DE ARSÉNIO, N.S.A., INORGÂNICO, INCLUINDOARSENIATOS N.S.A., ARSENITOS N.S.A. E ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1558,ARSÉNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1559,PENTÓXIDO DE ARSÉNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1560,TRICLORETO DE ARSÉNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1561,TRIÓXIDO DE ARSÉNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1562,POEIRA DE ARSÉNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1564,"COMPOSTO DE BÁRIO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1565,CIANETO DE BÁRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1566,"COMPOSTO DE BERÍLIO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1567,BERÍLIO EM PÓ,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1569,BROMOACETONA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1570,BRUCINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1571,AZOTETO DE BÁRIO HUMEDECIDO COM PELO MENOS 50% (MASSA)DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1572,ÁCIDO CACODÍLICO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1573,ARSENIATO DE CÁLCIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1574,ARSENIATO DE CÁLCIO E ARSENITO DE CÁLCIO EM MISTURASÓLIDA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1575,CIANETO DE CÁLCIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1577,"CLORODINITROBENZENOS, LÍQUIDOS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1578,"CLORONITROBENZENOS, SÓLIDOS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1579,"CLOROHIDRATO DE CLORO-4 O-TOLUIDINA, SÓLIDO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1580,CLOROPICRINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1581,BROMETO DE METILO E CLOROPICRINA EM MISTURA CONTENDOMAIS DE 2% DE CLOROPICRINA,2014-09-01,-,2 - GASES
1582,CLORETO DE METILO E CLOROPICRINA EM MISTURA,2014-09-01,-,2 - GASES
1583,"CLOROPICRINA EM MISTURA, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1585,ACETOARSENITO DE COBRE,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1586,ARSENITO DE COBRE,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1587,CIANETO DE COBRE,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1588,"CIANETOS INORGÂNICOS, SÓLIDOS, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1589,CLORETO DE CIANOGÉNIO ESTABILIZADO,2014-09-01,-,2 - GASES
1590,"DICLOROANILINAS, LÍQUIDAS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1591,O-DICLOROBENZENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1593,DICLOROMETANO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1594,SULFATO DE DIETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1595,SULFATO DE DIMETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1596,DINITROANILINAS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1597,"DINITROBENZENOS, LÍQUIDOS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1598,DINITRO-O-CRESOL,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1599,DINITROFENOL EM SOLUÇÃO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1600,DINITROTOLUENOS FUNDIDOS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1601,"DESINFECTANTE SÓLIDO TÓXICO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1602,"CORANTE LÍQUIDO TÓXICO, N.S.A. OU MATÉRIA INTERMÉDIALÍQUIDA PARA CORANTE, TÓXICA, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1603,BROMOACETATO DE ETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1604,ETILENODIAMINA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1605,DIBROMETO DE ETILENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1606,ARSENIATO DE FERRO III,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1607,ARSENITO DE FERRO II,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1608,ARSENIATO DE FERRO II,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1611,TETRAFOSFATO DE HEXAETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1612,TETRAFOSFATO DE HEXAETILO E GÁS COMPRIMIDO EMMISTURA,2014-09-01,-,2 - GASES
1613,CIANETO DE HIDROGÉNIO EM SOLUÇÃO AQUOSA (ÁCIDOCIANÍDRICO EM SOLUÇÃO AQUOSA) CONTENDO NO ,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1614,"CIANETO DE HIDROGÉNIO ESTABILIZADO, COM MENOS DE 3% DEÁGUA E ABSORVIDO NUM MATERIAL INERTE ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1616,ACETATO DE CHUMBO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1617,ARSENIATOS DE CHUMBO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1618,ARSENITOS DE CHUMBO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1620,CIANETO DE CHUMBO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1621,PÚRPURA DE LONDRES,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1622,ARSENIATO DE MAGNÉSIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1623,ARSENIATO DE MERCÚRIO II,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1624,CLORETO DE MERCÚRIO II,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1625,NITRATO DE MERCÚRIO II,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1626,CIANETO DUPLO DE MERCÚRIO E DE POTÁSSIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1627,NITRATO DE MERCÚRIO I,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1629,ACETATO DE MERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1630,CLORETO DE MERCÚRIO AMONIACAL,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1631,BENZOATO DE MERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1634,BROMETOS DE MERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1636,CIANETO DE MERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1637,GLUCONATO DE MERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1638,IODETO DE MERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1639,NUCLEINATO DE MERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1640,OLEATO DE MERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1641,ÓXIDO DE MERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1642,OXICIANETO DE MERCÚRIO DESSENSIBILIZADO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1643,IODETO DUPLO DE MERCÚRIO E DE POTÁSSIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1644,SALICILATO DE MERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1645,SULFATO DE MERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1646,TIOCIANATO DE MERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1647,BROMETO DE METILO E DIBROMETO DE ETILENO EMMISTURA LÍQUIDA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1648,ACETONITRILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
1649,MISTURA ANTIDETONANTE PARA CARBURANTES,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1650,"BETA-NAFTILAMINA, SÓLIDA",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1651,NAFTILTIO-UREIA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1652,NAFTILUREIA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1653,CIANETO DE NÍQUEL,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1654,NICOTINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1655,"COMPOSTO SÓLIDO DE NICOTINA, N.S.A. OU PREPARAÇÃOSÓLIDA DE NICOTINA, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1656,CLOROHIDRATO DE NICOTINA LÍQUIDO OU EM SOLUÇÃO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1657,SALICILATO DE NICOTINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1658,SULFATO DE NICOTINA EM SOLUÇÃO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1659,TARTRATO DE NICOTINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1660,MONÓXIDO DE AZOTO (ÓXIDO NÍTRICO) COMPRIMIDO,2014-09-01,-,2 - GASES
1661,"NITROANILINAS (O-, M-, P-)",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1662,NITROBENZENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1663,"NITROFENÓIS (O-, M-, P-)",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1664,"NITROTOLUENOS, LÍQUIDOS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1665,"NITROXILENOS, LÍQUIDOS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1669,PENTACLOROETANO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1670,MERCAPTANO METÍLICO PERCLORADO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1671,FENOL SÓLIDO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1672,CLORETO DE FENILCARBILAMINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1673,"FENILENODIAMINAS (O-, M-, P-)",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1674,ACETATO DE FENILMERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1677,ARSENIATO DE POTÁSSIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1678,ARSENITO DE POTÁSSIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1679,CUPROCIANETO DE POTÁSSIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1680,"CIANETO DE POTÁSSIO, SÓLIDO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1683,ARSENITO DE PRATA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1684,CIANETO DE PRATA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1685,ARSENIATO DE SÓDIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1686,ARSENITO DE SÓDIO EM SOLUÇÃO AQUOSA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1687,AZOTETO DE SÓDIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1688,CACODILATO DE SÓDIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1689,"CIANETO DE SÓDIO, SÓLIDO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1690,"FLUORETO DE SÓDIO, SÓLIDO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1691,ARSENITO DE ESTRÔNCIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1692,ESTRICNINA OU SAIS DE ESTRICNINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1693,"MATÉRIA DESTINADA À PRODUÇÃO DE GASESLACRIMOGÉNEOS, LÍQUIDA, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1694,"CIANETOS DE BROMOBENZILO, LÍQUIDOS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1695,"CLOROACETONA, ESTABILIZADA",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1697,"CLOROACETOFENONA, SÓLIDA",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1698,DIFENILAMINACLOROARSINO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1699,"DIFENILAMINACLOROARSINO, LÍQUIDO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1700,MECHAS LACRIMOGÉNEAS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1701,"BROMETO DE XILILO, LÍQUIDO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1702,"TETRACLORO-1,1,2,2 ETANO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1704,DITIOPIROFOSFATO DE TETRAETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1707,"COMPOSTO DE TÁLIO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1708,"TOLUIDINAS, LÍQUIDAS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1709,"M-TOLUILENODIAMINA, SÓLIDA",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1710,TRICLOROETILENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1711,"XILIDINAS, LÍQUIDAS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1712,ARSENIATO DE ZINCO OU ARSENITO DE ZINCO OU ARSENIATODE ZINCO E ARSENITO DE ZINCO EM MISTURA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1713,CIANETO DE ZINCO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1714,FOSFORETO DE ZINCO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1715,ANIDRIDO ACÉTICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1716,BROMETO DE ACETILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1717,CLORETO DE ACETILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
1718,FOSFATO ÁCIDO DE BUTILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1719,"LÍQUIDO ALCALINO CÁUSTICO, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1722,CLOROFORMIATO DE ALILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1723,IODETO DE ALILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
1724,ALILTRICLOROSSILANO ESTABILIZADO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1725,BROMETO DE ALUMÍNIO ANIDRO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1726,CLORETO DE ALUMÍNIO ANIDRO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1727,HIDROGENODIFLUORETO DE AMÓNIO SÓLIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1728,AMILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1729,CLORETO DE ANISOÍLO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1730,PENTACLORETO DE ANTIMÓNIO LÍQUIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1731,PENTACLORETO DE ANTIMÓNIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1732,PENTAFLUORETO DE ANTIMÓNIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1733,TRICLORETO DE ANTIMÓNIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1736,CLORETO DE BENZOÍLO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1737,BROMETO DE BENZILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1738,CLORETO DE BENZILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1739,CLOROFORMIATO DE BENZILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1740,"HIDROGENODIFLUORETOS SÓLIDOS, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1741,TRICLORETO DE BORO,2014-09-01,-,2 - GASES
1742,"COMPLEXO DE TRIFLUORETO DE BORO E DE ÁCIDOACÉTICO, LÍQUIDO",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1743,"COMPLEXO DE TRIFLUORETO DE BORO E DE ÁCIDOPROPIÓNICO, LÍQUIDO",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1744,BROMO OU BROMO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1745,PENTAFLUORETO DE BROMO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1746,TRIFLUORETO DE BROMO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1747,BUTILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1748,HIPOCLORITO DE CÁLCIO SECO OU HIPOCLORITO DE CÁLCIO EM MISTURA SECO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1749,TRIFLUORETO DE CLORO,2014-09-01,-,2 - GASES
1750,ÁCIDO CLOROACÉTICO EM SOLUÇÃO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1751,ÁCIDO CLOROACÉTICO SÓLIDO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1752,CLORETO DE CLOROACETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1753,CLOROFENILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1754,ÁCIDO CLOROSSULFÓNICO CONTENDO OU NÃO TRIÓXIDO DE ENXOFRE,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1755,ÁCIDO CRÓMICO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1756,FLUORETO DE CRÓMIO III SÓLIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1757,FLUORETO DE CRÓMIO III EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1758,CLORETO DE CROMILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1759,"SÓLIDO CORROSIVO, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1760,"LÍQUIDO CORROSIVO, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1761,CUPRIETILENODIAMINA EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1762,CICLOHEXENILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1763,CICLOHEXILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1764,ÁCIDO DICLOROACÉTICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1765,CLORETO DE DICLOROACETILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1766,DICLOROFENILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1767,DIETILDICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1768,ÁCIDO DIFLUORFOSFÓRICO ANIDRO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1769,DIFENILDICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1770,BROMETO DE DIFENILMETILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1771,DODECILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1773,CLORETO DE FERRO III ANIDRO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1774,"CARGAS DE EXTINTORES, LÍQUIDO CORROSIVO",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1775,ÁCIDO FLUORBÓRICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1776,ÁCIDO FLUORFOSFÓRICO ANIDRO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1777,ÁCIDO FLUORSULFÓNICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1778,ÁCIDO FLUORSILÍCICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1779,ÁCIDO FÓRMICO CONTENDO MAIS DE 85% (MASSA) DE ÁCIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1780,CLORETO DE FUMARILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1781,HEXADECILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1782,ÁCIDO HEXAFLUORFOSFÓRICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1783,HEXAMETILENODIAMINA EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1784,HEXILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1786,ÁCIDO FLUORÍDRICO E ÁCIDO SULFÚRICO EM MISTURA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1787,ÁCIDO IODÍDRICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1788,ÁCIDO BROMÍDRICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1789,ÁCIDO CLORÍDRICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1790,ÁCIDO FLUORÍDRICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1791,HIPOCLORITO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1792,MONOCLORETO DE IODO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1793,FOSFATO ÁCIDO DE ISOPROPILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1794,SULFATO DE CHUMBO CONTENDO MAIS DE 3% DE ÁCIDO LIVRE,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1796,ÁCIDO SULFONÍTRICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1798,ÁCIDO CLORÍDRICO E ÁCIDO NÍTRICO EM MISTURA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1799,NONILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1800,OCTADECILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1801,OCTILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1802,ÁCIDO PERCLÓRICO NÃO CONTENDO MAIS DE 50% (MASSA) DE ÁCIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1803,ÁCIDO FENOLSULFÓNICO LÍQUIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1804,FENILTRICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1805,"ÁCIDO FOSFÓRICO, EM SOLUÇÃO",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1806,PENTACLORETO DE FÓSFORO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1807,ANIDRIDO FOSFÓRICO (PENTÓXIDO DE FÓSFORO),2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1808,TRIBROMETO DE FÓSFORO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1809,TRICLORETO DE FÓSFORO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1810,OXICLORETO DE FÓSFORO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1811,"HIDROGENODIFLUORETO DE POTÁSSIO, SÓLIDO",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1812,"FLUORETO DE POTÁSSIO, SÓLIDO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1813,"HIDRÓXIDO DE POTÁSSIO, SÓLIDO",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1814,HIDRÓXIDO DE POTÁSSIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1815,CLORETO DE PROPIONILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
1816,PROPILDICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1817,CLORETO DE PIROSSULFURILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1818,TETRACLORETO DE SILÍCIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1819,ALUMINATO DE SÓDIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1823,"HIDRÓXIDO DE SÓDIO, SÓLIDO",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1824,HIDRÓXIDO DE SÓDIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1825,MONÓXIDO DE SÓDIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1826,ÁCIDO SULFONÍTRICO RESIDUAL,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1827,CLORETO DE ESTANHO IV ANIDRO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1828,CLORETOS DE ENXOFRE,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
