12/01/2018 04:13,,,,,,,,,,,
Código NCM,Descrição NCM,Código do Atributo,Descrição do Atributo,Código da Especificação,Descrição da Especificação,Início de Vigência da Especificação,Fim de Vigência da Especificação,Número do Ato,Tipo do Ato,Ano do Ato,Órgão Emissor do Ato
73042200,Tubos d/perf.d/aços inox.estr.d/petrol./gás,AA,REVESTIMENTO,0003,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73042200,Tubos d/perf.d/aços inox.estr.d/petrol./gás,AA,REVESTIMENTO,0004,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73042200,Tubos d/perf.d/aços inox.estr.d/petrol./gás,AA,REVESTIMENTO,0005,De esmalte de alcatrão de hulha ou asfáltico,01/07/2012,-,001268,IN,2012,SRF
73042200,Tubos d/perf.d/aços inox.estr.d/petrol./gás,AA,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73042200,Tubos d/perf.d/aços inox.estr.d/petrol./gás,AB,DIÂMETRO(mm),0002,"Superior a 168,3 até 355,6",01/07/2012,-,001268,IN,2012,SRF
73042200,Tubos d/perf.d/aços inox.estr.d/petrol./gás,AB,DIÂMETRO(mm),0003,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73042310,TUBOS D/PERFURAÇÃO S/COST.D/AÇOS Ñ LIGADOS,AB,DIÂMETRO(mm),0002,"Superior a 168,3 até 355,6",01/07/2012,-,001268,IN,2012,SRF
73042310,TUBOS D/PERFURAÇÃO S/COST.D/AÇOS Ñ LIGADOS,AB,DIÂMETRO(mm),0003,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73042390,"OUTS.TUBOS D/PERFURAÇÃO S/COST.D/FERRO,AÇO",AA,REVESTIMENTO,0002,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73042390,"OUTS.TUBOS D/PERFURAÇÃO S/COST.D/FERRO,AÇO",AA,REVESTIMENTO,0003,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73042390,"OUTS.TUBOS D/PERFURAÇÃO S/COST.D/FERRO,AÇO",AA,REVESTIMENTO,0004,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73042390,"OUTS.TUBOS D/PERFURAÇÃO S/COST.D/FERRO,AÇO",AA,REVESTIMENTO,0005,De esmalte de alcatrão de hulha ou asfáltico,01/07/2012,-,001268,IN,2012,SRF
73042390,"OUTS.TUBOS D/PERFURAÇÃO S/COST.D/FERRO,AÇO",AA,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73042390,"OUTS.TUBOS D/PERFURAÇÃO S/COST.D/FERRO,AÇO",AB,DIÂMETRO(mm),0002,"Superior a 168,3 até 355,6",01/07/2012,-,001268,IN,2012,SRF
73042390,"OUTS.TUBOS D/PERFURAÇÃO S/COST.D/FERRO,AÇO",AB,DIÂMETRO(mm),0003,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73042400,OUTS.TUB.UTIL.EXT.PETROL.D/AÇOS-INOXIDÁVEIS,AA,DIÂMETRO(mm),0002,"Superior a 168,3 até 355,6",01/07/2012,-,001268,IN,2012,SRF
73042400,OUTS.TUB.UTIL.EXT.PETROL.D/AÇOS-INOXIDÁVEIS,AA,DIÂMETRO(mm),0003,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73042910,OUTS.TUB.UTIL.EXT.PETROL.D/ACOS N/LIGADOS,AA,APLICAÇÃO,0002,Tubos de produção,01/07/2012,-,001268,IN,2012,SRF
73042910,OUTS.TUB.UTIL.EXT.PETROL.D/ACOS N/LIGADOS,AB,REVESTIMENTO,0002,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73042910,OUTS.TUB.UTIL.EXT.PETROL.D/ACOS N/LIGADOS,AB,REVESTIMENTO,0003,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73042910,OUTS.TUB.UTIL.EXT.PETROL.D/ACOS N/LIGADOS,AB,REVESTIMENTO,0004,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73042910,OUTS.TUB.UTIL.EXT.PETROL.D/ACOS N/LIGADOS,AB,REVESTIMENTO,0005,De esmalte de alcatrão de hulha ou asfáltico,01/07/2012,-,001268,IN,2012,SRF
73042910,OUTS.TUB.UTIL.EXT.PETROL.D/ACOS N/LIGADOS,AB,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73042910,OUTS.TUB.UTIL.EXT.PETROL.D/ACOS N/LIGADOS,AC,DIÂMETRO(mm),0002,"Superior a 168,3 até 355,6",01/07/2012,-,001268,IN,2012,SRF
73042910,OUTS.TUB.UTIL.EXT.PETROL.D/ACOS N/LIGADOS,AC,DIÂMETRO(mm),0003,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73042931,"OUTS.TUB.UTIL.EXT.PETROL.D/LIG.ACO,D<=229MM",AA,APLICAÇÃO,0002,Tubos de produção,01/07/2012,-,001268,IN,2012,SRF
73042931,"OUTS.TUB.UTIL.EXT.PETROL.D/LIG.ACO,D<=229MM",AB,DIÂMETRO(mm),0002,"Superior a 168,3 até 229",01/07/2012,-,001268,IN,2012,SRF
73042939,OUTS.TUB.UTIL.EXT.PETROL.D/OUTS.LIG.D/ACO,AA,APLICAÇÃO,0002,Tubos de produção,01/07/2012,-,001268,IN,2012,SRF
73042939,OUTS.TUB.UTIL.EXT.PETROL.D/OUTS.LIG.D/ACO,AB,DIÂMETRO(mm),0002,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73042990,OUTS.TUB.UTILIZADOS P/EXTRACAO D/PETROLEO,AA,APLICAÇÃO,0002,Tubos de produção,01/07/2012,-,001268,IN,2012,SRF
73042990,OUTS.TUB.UTILIZADOS P/EXTRACAO D/PETROLEO,AB,REVESTIMENTO,0002,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73042990,OUTS.TUB.UTILIZADOS P/EXTRACAO D/PETROLEO,AB,REVESTIMENTO,0003,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73042990,OUTS.TUB.UTILIZADOS P/EXTRACAO D/PETROLEO,AB,REVESTIMENTO,0004,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73042990,OUTS.TUB.UTILIZADOS P/EXTRACAO D/PETROLEO,AB,REVESTIMENTO,0005,De esmalte de alcatrão de hulha ou asfáltico,01/07/2012,-,001268,IN,2012,SRF
73042990,OUTS.TUB.UTILIZADOS P/EXTRACAO D/PETROLEO,AB,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73042990,OUTS.TUB.UTILIZADOS P/EXTRACAO D/PETROLEO,AC,DIÂMETRO(mm),0002,"Superior a 168,3 até 355,6",01/07/2012,-,001268,IN,2012,SRF
73042990,OUTS.TUB.UTILIZADOS P/EXTRACAO D/PETROLEO,AC,DIÂMETRO(mm),0003,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73043110,TUB.FE/AC.N/LIG.ESTIR/LAM.FRIO N/REVESTIDOS,AA,PROCESSO DE PRODUÇÃO,0002,Laminado,01/07/2012,-,001268,IN,2012,SRF
73043110,TUB.FE/AC.N/LIG.ESTIR/LAM.FRIO N/REVESTIDOS,AB,DIÂMETRO(mm),0002,"Superior a 168,3 até 355,6",01/07/2012,-,001268,IN,2012,SRF
73043110,TUB.FE/AC.N/LIG.ESTIR/LAM.FRIO N/REVESTIDOS,AB,DIÂMETRO(mm),0003,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73043190,OUT.TUBOS ESTIRADOS/LAMINADOS FRIO,AA,PROCESSO DE PRODUÇÃO,0002,Laminado,01/07/2012,-,001268,IN,2012,SRF
73043190,OUT.TUBOS ESTIRADOS/LAMINADOS FRIO,AB,REVESTIMENTO,0002,De esmalte de alcatrão de hulha,01/07/2012,-,001268,IN,2012,SRF
73043190,OUT.TUBOS ESTIRADOS/LAMINADOS FRIO,AB,REVESTIMENTO,0003,De pó de epoxi fundido,01/07/2012,-,001268,IN,2012,SRF
73043190,OUT.TUBOS ESTIRADOS/LAMINADOS FRIO,AB,REVESTIMENTO,0004,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73043190,OUT.TUBOS ESTIRADOS/LAMINADOS FRIO,AB,REVESTIMENTO,0005,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73043190,OUT.TUBOS ESTIRADOS/LAMINADOS FRIO,AB,REVESTIMENTO,0006,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73043190,OUT.TUBOS ESTIRADOS/LAMINADOS FRIO,AB,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73043190,OUT.TUBOS ESTIRADOS/LAMINADOS FRIO,AC,DIÂMETRO(mm),0002,"Superior a 168,3 até 355,6",01/07/2012,-,001268,IN,2012,SRF
73043190,OUT.TUBOS ESTIRADOS/LAMINADOS FRIO,AC,DIÂMETRO(mm),0003,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73043910,OUT.TUBOS N/REVEST.DIAM.EXT=OU<229MM,AA,DIÂMETRO(mm),0002,"Superior a 168,3 até 229",01/07/2012,-,001268,IN,2012,SRF
73043920,OUT.TUBOS REVESTIDOS DIAM.EXT=OU<229MM,AA,REVESTIMENTO,0002,De esmalte de alcatrão de hulha,01/07/2012,-,001268,IN,2012,SRF
73043920,OUT.TUBOS REVESTIDOS DIAM.EXT=OU<229MM,AA,REVESTIMENTO,0003,De pó de epoxi fundido,01/07/2012,-,001268,IN,2012,SRF
73043920,OUT.TUBOS REVESTIDOS DIAM.EXT=OU<229MM,AA,REVESTIMENTO,0004,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73043920,OUT.TUBOS REVESTIDOS DIAM.EXT=OU<229MM,AA,REVESTIMENTO,0005,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73043920,OUT.TUBOS REVESTIDOS DIAM.EXT=OU<229MM,AA,REVESTIMENTO,0006,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73043920,OUT.TUBOS REVESTIDOS DIAM.EXT=OU<229MM,AA,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73043920,OUT.TUBOS REVESTIDOS DIAM.EXT=OU<229MM,AB,DIÂMETRO(mm),0002,"Superior a 168,3 até 229",01/07/2012,-,001268,IN,2012,SRF
73043990,OUT.TUBOS DE DIAM.EXT=OU<229MM,AA,REVESTIMENTO,0002,De esmalte de alcatrão de hulha,01/07/2012,-,001268,IN,2012,SRF
73043990,OUT.TUBOS DE DIAM.EXT=OU<229MM,AA,REVESTIMENTO,0003,De pó de epoxi fundido,01/07/2012,-,001268,IN,2012,SRF
73043990,OUT.TUBOS DE DIAM.EXT=OU<229MM,AA,REVESTIMENTO,0004,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73043990,OUT.TUBOS DE DIAM.EXT=OU<229MM,AA,REVESTIMENTO,0005,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73043990,OUT.TUBOS DE DIAM.EXT=OU<229MM,AA,REVESTIMENTO,0006,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73043990,OUT.TUBOS DE DIAM.EXT=OU<229MM,AA,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73043990,OUT.TUBOS DE DIAM.EXT=OU<229MM,AB,DIÂMETRO(mm),0002,"Superior a 168,3 até 355,6",01/07/2012,-,001268,IN,2012,SRF
73043990,OUT.TUBOS DE DIAM.EXT=OU<229MM,AB,DIÂMETRO(mm),0003,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73044900,OUT.TUBOS SEC.CIRCULAR ACO INOXIDAVEL,AA,DIÂMETRO(mm),0002,"Superior a 168,3 até 355,6",01/07/2012,-,001268,IN,2012,SRF
73044900,OUT.TUBOS SEC.CIRCULAR ACO INOXIDAVEL,AA,DIÂMETRO(mm),0003,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73045190,OUT.TUB.ESTIR/LAM.SEC.CIRC.OUT.LIGAS DE ACO,AA,PROCESSO DE PRODUÇÃO,0002,Laminado,01/07/2012,-,001268,IN,2012,SRF
73045190,OUT.TUB.ESTIR/LAM.SEC.CIRC.OUT.LIGAS DE ACO,AB,REVESTIMENTO,0002,De esmalte de alcatrão de hulha,01/07/2012,-,001268,IN,2012,SRF
73045190,OUT.TUB.ESTIR/LAM.SEC.CIRC.OUT.LIGAS DE ACO,AB,REVESTIMENTO,0003,De pó de epoxi fundido,01/07/2012,-,001268,IN,2012,SRF
73045190,OUT.TUB.ESTIR/LAM.SEC.CIRC.OUT.LIGAS DE ACO,AB,REVESTIMENTO,0004,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73045190,OUT.TUB.ESTIR/LAM.SEC.CIRC.OUT.LIGAS DE ACO,AB,REVESTIMENTO,0005,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73045190,OUT.TUB.ESTIR/LAM.SEC.CIRC.OUT.LIGAS DE ACO,AB,REVESTIMENTO,0006,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73045190,OUT.TUB.ESTIR/LAM.SEC.CIRC.OUT.LIGAS DE ACO,AB,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73045190,OUT.TUB.ESTIR/LAM.SEC.CIRC.OUT.LIGAS DE ACO,AC,DIÂMETRO(mm),0002,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73045911,TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM C/CARB.,AA,REVESTIMENTO,0002,De esmalte de alcatrão de hulha,01/07/2012,-,001268,IN,2012,SRF
73045911,TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM C/CARB.,AA,REVESTIMENTO,0003,De pó de epoxi fundido,01/07/2012,-,001268,IN,2012,SRF
73045911,TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM C/CARB.,AA,REVESTIMENTO,0004,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73045911,TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM C/CARB.,AA,REVESTIMENTO,0005,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73045911,TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM C/CARB.,AA,REVESTIMENTO,0006,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73045911,TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM C/CARB.,AA,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73045911,TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM C/CARB.,AB,DIÂMETRO(mm),0002,"Superior a 168,3 até 229",01/07/2012,-,001268,IN,2012,SRF
73045919,OUTS.TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM,AA,REVESTIMENTO,0002,De esmalte de alcatrão de hulha,01/07/2012,-,001268,IN,2012,SRF
73045919,OUTS.TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM,AA,REVESTIMENTO,0003,De pó de epoxi fundido,01/07/2012,-,001268,IN,2012,SRF
73045919,OUTS.TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM,AA,REVESTIMENTO,0004,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73045919,OUTS.TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM,AA,REVESTIMENTO,0005,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73045919,OUTS.TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM,AA,REVESTIMENTO,0006,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73045919,OUTS.TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM,AA,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73045919,OUTS.TUBOS D/SEÇÃO CIRC.DIÂM.EXT.=<229MM,AB,DIÂMETRO(mm),0002,"Superior a 168,3 até 229",01/07/2012,-,001268,IN,2012,SRF
73045990,OUTROS TUBOS DE OUTROS ACOS LIGADOS,AA,REVESTIMENTO,0002,De esmalte de alcatrão de hulha,01/07/2012,-,001268,IN,2012,SRF
73045990,OUTROS TUBOS DE OUTROS ACOS LIGADOS,AA,REVESTIMENTO,0003,De pó de epoxi fundido,01/07/2012,-,001268,IN,2012,SRF
73045990,OUTROS TUBOS DE OUTROS ACOS LIGADOS,AA,REVESTIMENTO,0004,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73045990,OUTROS TUBOS DE OUTROS ACOS LIGADOS,AA,REVESTIMENTO,0005,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73045990,OUTROS TUBOS DE OUTROS ACOS LIGADOS,AA,REVESTIMENTO,0006,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73045990,OUTROS TUBOS DE OUTROS ACOS LIGADOS,AA,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73045990,OUTROS TUBOS DE OUTROS ACOS LIGADOS,AB,DIÂMETRO(mm),0002,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73049011,OUT.TUBOS AC.INOX.DIAM.EXT=OU<229MM,AA,PROCESSO DE PRODUÇÃO,0002,Estirado a frio,01/07/2012,-,001268,IN,2012,SRF
73049011,OUT.TUBOS AC.INOX.DIAM.EXT=OU<229MM,AA,PROCESSO DE PRODUÇÃO,0003,Laminado a quente,01/07/2012,-,001268,IN,2012,SRF
73049011,OUT.TUBOS AC.INOX.DIAM.EXT=OU<229MM,AA,PROCESSO DE PRODUÇÃO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73049011,OUT.TUBOS AC.INOX.DIAM.EXT=OU<229MM,AB,DIÂMETRO(mm),0002,"Superior a 168,3 até 229",01/07/2012,-,001268,IN,2012,SRF
73049019,"QUALQ.OUT.TUBO,PERF.OC.FERR.REV.OU N/,229MM",AA,TIPO,0002,De aço ligado,01/07/2012,-,001268,IN,2012,SRF
73049019,"QUALQ.OUT.TUBO,PERF.OC.FERR.REV.OU N/,229MM",AB,PROCESSO DE PRODUÇÃO,0002,Estirado a frio,01/07/2012,-,001268,IN,2012,SRF
73049019,"QUALQ.OUT.TUBO,PERF.OC.FERR.REV.OU N/,229MM",AB,PROCESSO DE PRODUÇÃO,0003,Laminado a quente,01/07/2012,-,001268,IN,2012,SRF
73049019,"QUALQ.OUT.TUBO,PERF.OC.FERR.REV.OU N/,229MM",AB,PROCESSO DE PRODUÇÃO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73049019,"QUALQ.OUT.TUBO,PERF.OC.FERR.REV.OU N/,229MM",AC,REVESTIMENTO,0002,De pó de epoxi fundido,01/07/2012,-,001268,IN,2012,SRF
73049019,"QUALQ.OUT.TUBO,PERF.OC.FERR.REV.OU N/,229MM",AC,REVESTIMENTO,0003,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73049019,"QUALQ.OUT.TUBO,PERF.OC.FERR.REV.OU N/,229MM",AC,REVESTIMENTO,0004,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73049019,"QUALQ.OUT.TUBO,PERF.OC.FERR.REV.OU N/,229MM",AC,REVESTIMENTO,0005,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73049019,"QUALQ.OUT.TUBO,PERF.OC.FERR.REV.OU N/,229MM",AC,REVESTIMENTO,0006,Zincagem,01/07/2012,-,001268,IN,2012,SRF
73049019,"QUALQ.OUT.TUBO,PERF.OC.FERR.REV.OU N/,229MM",AC,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73049019,"QUALQ.OUT.TUBO,PERF.OC.FERR.REV.OU N/,229MM",AD,DIÂMETRO(mm),0002,"Superior a 168,3 até 229",01/07/2012,-,001268,IN,2012,SRF
73049090,"OUTS.TUBOS E PERFIS OCOS FERRO,ACO DIF.ANT.",AA,TIPO,0002,De aço inoxidável,01/07/2012,-,001268,IN,2012,SRF
73049090,"OUTS.TUBOS E PERFIS OCOS FERRO,ACO DIF.ANT.",AA,TIPO,0003,De aço ligado,01/07/2012,-,001268,IN,2012,SRF
73049090,"OUTS.TUBOS E PERFIS OCOS FERRO,ACO DIF.ANT.",AB,PROCESSO DE PRODUÇÃO,0002,Estirado a frio,01/07/2012,-,001268,IN,2012,SRF
73049090,"OUTS.TUBOS E PERFIS OCOS FERRO,ACO DIF.ANT.",AB,PROCESSO DE PRODUÇÃO,0003,Laminado a quente,01/07/2012,-,001268,IN,2012,SRF
73049090,"OUTS.TUBOS E PERFIS OCOS FERRO,ACO DIF.ANT.",AB,PROCESSO DE PRODUÇÃO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73049090,"OUTS.TUBOS E PERFIS OCOS FERRO,ACO DIF.ANT.",AC,REVESTIMENTO,0002,De pó de epóxi fundido,01/07/2012,-,001268,IN,2012,SRF
73049090,"OUTS.TUBOS E PERFIS OCOS FERRO,ACO DIF.ANT.",AC,REVESTIMENTO,0003,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73049090,"OUTS.TUBOS E PERFIS OCOS FERRO,ACO DIF.ANT.",AC,REVESTIMENTO,0004,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73049090,"OUTS.TUBOS E PERFIS OCOS FERRO,ACO DIF.ANT.",AC,REVESTIMENTO,0005,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73049090,"OUTS.TUBOS E PERFIS OCOS FERRO,ACO DIF.ANT.",AC,REVESTIMENTO,0006,Zincagem,01/07/2012,-,001268,IN,2012,SRF
73049090,"OUTS.TUBOS E PERFIS OCOS FERRO,ACO DIF.ANT.",AC,REVESTIMENTO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73049090,"OUTS.TUBOS E PERFIS OCOS FERRO,ACO DIF.ANT.",AD,DIÂMETRO(mm),0002,"Superior a 355,6",01/07/2012,-,001268,IN,2012,SRF
73051100,"TUBOS FERRO,ACO SOLD.LONG.ARC.IMERS.P/OLEOD",AA,TIPO,0002,De aço ligado,01/07/2012,-,001268,IN,2012,SRF
73051100,"TUBOS FERRO,ACO SOLD.LONG.ARC.IMERS.P/OLEOD",AA,TIPO,0003,De aço inoxidável austenítico,01/07/2012,-,001268,IN,2012,SRF
73051100,"TUBOS FERRO,ACO SOLD.LONG.ARC.IMERS.P/OLEOD",AA,TIPO,0004,De aço inoxidável ferrítico,01/07/2012,-,001268,IN,2012,SRF
73051100,"TUBOS FERRO,ACO SOLD.LONG.ARC.IMERS.P/OLEOD",AC,REVESTIMENTO EXTERNO,0002,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73051100,"TUBOS FERRO,ACO SOLD.LONG.ARC.IMERS.P/OLEOD",AC,REVESTIMENTO EXTERNO,0003,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73051100,"TUBOS FERRO,ACO SOLD.LONG.ARC.IMERS.P/OLEOD",AC,REVESTIMENTO EXTERNO,0004,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73051100,"TUBOS FERRO,ACO SOLD.LONG.ARC.IMERS.P/OLEOD",AC,REVESTIMENTO EXTERNO,0005,De esmalte de alcatrão de hulha ou asfáltico,01/07/2012,-,001268,IN,2012,SRF
73051100,"TUBOS FERRO,ACO SOLD.LONG.ARC.IMERS.P/OLEOD",AC,REVESTIMENTO EXTERNO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73051200,OUT.TUB.FE/AC.SOLD.LONGIT.P/OLEOD/GASODUTOS,AA,TIPO,0002,De aço ligado,01/07/2012,-,001268,IN,2012,SRF
73051200,OUT.TUB.FE/AC.SOLD.LONGIT.P/OLEOD/GASODUTOS,AA,TIPO,0003,De aço inoxidável austenítico,01/07/2012,-,001268,IN,2012,SRF
73051200,OUT.TUB.FE/AC.SOLD.LONGIT.P/OLEOD/GASODUTOS,AA,TIPO,0004,De aço inoxidável ferrítico,01/07/2012,-,001268,IN,2012,SRF
73051200,OUT.TUB.FE/AC.SOLD.LONGIT.P/OLEOD/GASODUTOS,AC,REVESTIMENTO EXTERNO,0002,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73051200,OUT.TUB.FE/AC.SOLD.LONGIT.P/OLEOD/GASODUTOS,AC,REVESTIMENTO EXTERNO,0003,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73051200,OUT.TUB.FE/AC.SOLD.LONGIT.P/OLEOD/GASODUTOS,AC,REVESTIMENTO EXTERNO,0004,De propileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73051200,OUT.TUB.FE/AC.SOLD.LONGIT.P/OLEOD/GASODUTOS,AC,REVESTIMENTO EXTERNO,0005,De esmalte de alcatrão de hulha ou asfáltico,01/07/2012,-,001268,IN,2012,SRF
73051200,OUT.TUB.FE/AC.SOLD.LONGIT.P/OLEOD/GASODUTOS,AC,REVESTIMENTO EXTERNO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73051900,OUT.TUB.FE/AC.SOLD.LONG.N/CIT.ANTERIORMENTE,AA,TIPO,0002,De aço ligado,01/07/2012,-,001268,IN,2012,SRF
73051900,OUT.TUB.FE/AC.SOLD.LONG.N/CIT.ANTERIORMENTE,AA,TIPO,0003,De aço inoxidável austenítico,01/07/2012,-,001268,IN,2012,SRF
73051900,OUT.TUB.FE/AC.SOLD.LONG.N/CIT.ANTERIORMENTE,AA,TIPO,0004,De aço inoxidável ferrítico,01/07/2012,-,001268,IN,2012,SRF
73051900,OUT.TUB.FE/AC.SOLD.LONG.N/CIT.ANTERIORMENTE,AC,REVESTIMENTO EXTERNO,0002,De polietileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73051900,OUT.TUB.FE/AC.SOLD.LONG.N/CIT.ANTERIORMENTE,AC,REVESTIMENTO EXTERNO,0003,Sem revestimento,01/07/2012,-,001268,IN,2012,SRF
73051900,OUT.TUB.FE/AC.SOLD.LONG.N/CIT.ANTERIORMENTE,AC,REVESTIMENTO EXTERNO,0004,De polipropileno extrudado,01/07/2012,-,001268,IN,2012,SRF
73051900,OUT.TUB.FE/AC.SOLD.LONG.N/CIT.ANTERIORMENTE,AC,REVESTIMENTO EXTERNO,0005,De esmalte de alcatrão de hulha ou asfáltico,01/07/2012,-,001268,IN,2012,SRF
73051900,OUT.TUB.FE/AC.SOLD.LONG.N/CIT.ANTERIORMENTE,AC,REVESTIMENTO EXTERNO,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
73052000,TUBOS FE/AC.P/REVEST.POCOS P/EXT.PETROL/GAS,AA,TIPO,0004,De aço ligado,01/07/2012,-,001268,IN,2012,SRF
73052000,TUBOS FE/AC.P/REVEST.POCOS P/EXT.PETROL/GAS,AA,TIPO,0005,De aço inoxidável austenítico,01/07/2012,-,001268,IN,2012,SRF
73052000,TUBOS FE/AC.P/REVEST.POCOS P/EXT.PETROL/GAS,AA,TIPO,0006,De aço inoxidável ferrítico,01/07/2012,-,001268,IN,2012,SRF
73052000,TUBOS FE/AC.P/REVEST.POCOS P/EXT.PETROL/GAS,AB,PROCESSO DE SOLDA,0004,Helicoidalmente por arco submerso ou proteção gasosa,01/07/2012,-,001268,IN,2012,SRF
73052000,TUBOS FE/AC.P/REVEST.POCOS P/EXT.PETROL/GAS,AB,PROCESSO DE SOLDA,0005,Longitudinalmente por resistência elétrica,01/07/2012,-,001268,IN,2012,SRF
73053100,"TUBOS FE/AC.SOLDADOS LONGIT.DIAM.EXT>406,4M",AA,TIPO,0002,De aço ligado,01/07/2012,-,001268,IN,2012,SRF
