12/01/2018 03:42,,
Código,,Descrição
2508,"Outras argilas (exceto argilas expandidas da posição 68.06), andaluzita, cianita, silimanita, mesmo calcinadas; mulita; barro cozido em pó (terra de chamotte) e terra de dinas."
2510,"Fosfatos de cálcio naturais, fosfatos aluminocálcicos naturais e cré fosfatado."
2511,"Sulfato de bário natural (baritina); carbonato de bário natural (witherita), mesmo calcinado, exceto o óxido de bário da posição 28.16."
2513,"Pedra-pomes; esmeril; corindo natural, granada natural e outros abrasivos naturais, mesmo tratados termicamente."
2515,"Mármores, travertinos, granitos belgas e outras pedras calcárias de cantaria ou de construção de densidade aparente igual ou superior a 2,5, e alabastro, mesmo desbastados ou simplesmente cortados a serra ou por outro meio, em blocos ou placas de forma"
25151,- Mármores e travertinos:
2516,"Granito, pórfiro, basalto, arenito e outras pedras de cantaria ou de construção, mesmo desbastados ou simplesmente cortados a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular."
25161,- Granito:
2517,"Calhaus, cascalho, pedras britadas, dos tipos geralmente usados em concreto ou para empedramento de estradas, de vias férreas ou outros balastros, seixos rolados e sílex, mesmo tratados termicamente; macadame de escórias de altos-fornos, de outras escór"
25174,"- Grânulos, lascas e pós, das pedras das posições 25.15 ou 25.16, mesmo tratados termicamente:"
2518,"Dolomita, mesmo sinterizada ou calcinada, incluindo a dolomita desbastada ou simplesmente cortada a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular; aglomerados de dolomita."
2519,"Carbonato de magnésio natural (magnesita); magnésia eletrofundida; magnésia calcinada a fundo (sinterizada), mesmo que contenha pequenas quantidades de outros óxidos adicionados antes da sinterização; outro óxido de magnésio, mesmo puro."
2520,"Gipsita; anidrita; gesso, mesmo corado ou adicionado de pequenas quantidades de aceleradores ou retardadores."
2522,"Cal viva, cal apagada e cal hidráulica, com exclusão do óxido e do hidróxido de cálcio da posição 28.25."
2523,"Cimentos hidráulicos (incluindo os cimentos não pulverizados, denominados clinkers), mesmo corados."
25232,- Cimentos Portland:
2524,Amianto.
2525,"Mica, incluindo a mica clivada em lamelas irregulares (splittings); desperdícios de mica."
2526,"Esteatita natural, mesmo desbastada ou simplesmente cortada a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular;talco."
2529,Feldspato; leucita; nefelina e nefelina-sienito; espatoflúor.
25292,- Espatoflúor:
2530,Matérias minerais não especificadas nem compreendidas noutras posições.
26,"Minérios, escórias e cinzas"
2601,"Minérios de ferro e seus concentrados, incluindo as piritas de ferro ustuladas (cinzas de piritas)."
26011,"- Minérios de ferro e seus concentrados, exceto as piritas de ferro ustuladas (cinzas de piritas):"
2612,"Minérios de urânio ou de tório, e seus concentrados."
2613,Minérios de molibdênio e seus concentrados.
2615,"Minérios de nióbio, tântalo, vanádio ou de zircônio, e seus concentrados."
2616,Minérios de metais preciosos e seus concentrados.
2617,Outros minérios e seus concentrados.
2620,"Escórias, cinzas e resíduos (exceto os provenientes da fabricação de ferro fundido, ferro ou aço) que contenham metais, arsênio, ou os seuscompostos."
26201,- Que contenham principalmente zinco:
26202,- Que contenham principalmente chumbo:
26209,- Outros:
2621,"Outras escórias e cinzas, incluindo as cinzas de algas; cinzas e resíduos provenientes da incineração de lixos municipais."
27,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais"
2701,"Hulhas; briquetes, bolas em aglomerados e combustíveis sólidos semelhantes, obtidos a partir da hulha."
27011,"- Hulhas, mesmo em pó, mas não aglomeradas:"
2702,"Linhitas, mesmo aglomeradas, exceto azeviche."
2707,"Óleos e outros produtos provenientes da destilação dos alcatrões de hulha a alta temperatura; produtos análogos em que os constituintes aromáticos predominem, em peso, relativamente aos constituintes não aromáticos."
27079,- Outros:
2708,Breu e coque de breu obtidos a partir do alcatrão de hulha ou de outros alcatrões minerais.
2710,"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos; resíd"
27101,"- Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, e"
27109,- Resíduos de óleos:
2711,Gás de petróleo e outros hidrocarbonetos gasosos.
27111,- Liquefeitos:
27112,- No estado gasoso:
2712,"Vaselina; parafina, cera de petróleo microcristalina, slack wax, ozocerite, cera de linhita, cera de turfa, outras ceras minerais e produtos semelhantes obtidos por síntese ou por outros processos, mesmo corados."
2713,"Coque de petróleo, betume de petróleo e outros resíduos dos óleos de petróleo ou de minerais betuminosos."
27131,- Coque de petróleo:
2714,"Betumes e asfaltos, naturais; xistos e areias betuminosos; asfaltitase rochas asfálticas."
28,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras rarasou de isótopos"
2801,"Flúor, cloro, bromo e iodo."
2804,"Hidrogênio, gases raros e outros elementos não-metálicos."
28042,- Gases raros:
28046,- Silício:
2805,"Metais alcalinos ou alcalino-terrosos; metais de terras raras, escândio e ítrio, mesmo misturados ou ligados entre si; mercúrio."
28051,- Metais alcalinos ou alcalino-terrosos:
2806,Cloreto de hidrogênio (ácido clorídrico); ácido clorossulfúrico.
2809,"Pentóxido de difósforo; ácido fosfórico; ácidos polifosfóricos, de constituição química definida ou não."
2811,Outros ácidos inorgânicos e outros compostos oxigenados inorgânicos dos elementos não-metálicos.
28111,- Outros ácidos inorgânicos:
28112,- Outros compostos oxigenados inorgânicos dos elementos não-metálicos:
2812,Halogenetos e oxialogenetos dos elementos não-metálicos.
2813,Sulfetos dos elementos não-metálicos; trissulfeto de fósforo comercial.
2814,Amoníaco anidro ou em solução aquosa (amônia).
2815,Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio.
28151,- Hidróxido de sódio (soda cáustica):
2816,"Hidróxido e peróxido de magnésio; óxidos, hidróxidos e peróxidos, de estrôncio ou de bário."
2818,"Corindo artificial, de constituição química definida ou não; óxido dealumínio; hidróxido de alumínio."
2819,Óxidos e hidróxidos de cromo.
2820,Óxidos de manganês.
2821,"Óxidos e hidróxidos de ferro; terras corantes que contenham, em peso,70 % ou mais de ferro combinado, expresso em Fe2O3."
2824,Óxidos de chumbo; mínio (zarcão) e mínio-laranja (mine-orange).
2825,"Hidrazina e hidroxilamina, e seus sais inorgânicos; outras bases inorgânicas; outros óxidos, hidróxidos e peróxidos, de metais."
2826,"Fluoretos; fluorossilicatos, fluoroaluminatos e outros sais complexosde flúor."
28261,- Fluoretos:
2827,"Cloretos, oxicloretos e hidroxicloretos; brometos e oxibrometos; iodetos e oxiiodetos."
28273,- Outros cloretos:
28274,- Oxicloretos e hidroxicloretos:
28275,- Brometos e oxibrometos:
2828,Hipocloritos; hipoclorito de cálcio comercial; cloritos; hipobromitos.
2829,Cloratos e percloratos; bromatos e perbromatos; iodatos e periodatos.
28291,- Cloratos:
2830,"Sulfetos; polissulfetos, de constituição química definida ou não."
2831,Ditionitos e sulfoxilatos.
2832,Sulfitos; tiossulfatos.
2833,Sulfatos; alumes; peroxossulfatos (persulfatos).
28331,- Sulfatos de sódio:
28332,- Outros sulfatos:
2834,Nitritos; nitratos.
28342,- Nitratos:
2835,"Fosfinatos (hipofosfitos), fosfonatos (fosfitos) e fosfatos; polifosfatos de constituição química definida ou não."
28352,- Fosfatos:
28353,- Polifosfatos:
2836,Carbonatos; peroxocarbonatos (percarbonatos); carbonato de amônio comercial que contenha carbamato de amônio.
28369,- Outros:
2837,"Cianetos, oxicianetos e cianetos complexos."
28371,- Cianetos e oxicianetos:
2839,Silicatos; silicatos dos metais alcalinos comerciais.
28391,- De sódio:
2840,Boratos; peroxoboratos (perboratos).
28401,- Tetraborato dissódico (bórax refinado):
2841,Sais dos ácidos oxometálicos ou peroxometálicos.
28416,"- Manganitos, manganatos e permanganatos:"
2842,"Outros sais dos ácidos ou peroxoácidos inorgânicos (incluindo os aluminossilicatos de constituição química definida ou não), exceto as azidas."
2843,"Metais preciosos no estado coloidal; compostos inorgânicos ou orgânicos de metais preciosos, de constituição química definida ou não; amálgamas de metais preciosos."
28432,- Compostos de prata:
2844,"Elementos químicos radioativos e isótopos radioativos (incluindo os elementos químicos e isótopos físseis (cindíveis) ou férteis), e seus compostos; misturas e resíduos que contenham esses produtos."
2845,"Isótopos não incluídos na posição 28.44; seus compostos, inorgânicos ou orgânicos, de constituição química definida ou não."
2846,"Compostos, inorgânicos ou orgânicos, dos metais das terras raras, de ítrio ou de escândio ou das misturas destes metais."
2849,Carbonetos de constituição química definida ou não.
2852,"Compostos, inorgânicos ou orgânicos, de mercúrio, de constituição química definida ou não, exceto as amálgamas."
29,Produtos químicos orgânicos
2901,Hidrocarbonetos acíclicos.
29012,- Não saturados:
2902,Hidrocarbonetos cíclicos.
29021,"- Ciclânicos, ciclênicos ou cicloterpênicos:"
29024,- Xilenos:
2903,Derivados halogenados dos hidrocarbonetos.
29031,- Derivados clorados saturados dos hidrocarbonetos acíclicos:
29032,- Derivados clorados não saturados dos hidrocarbonetos acíclicos:
29033,"- Derivados fluorados, bromados e iodados dos hidrocarbonetos acíclicos:"
29037,- Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes:
29038,"- Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos oucicloterpênicos:"
29039,- Derivados halogenados dos hidrocarbonetos aromáticos:
2904,"Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados."
2905,"Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados."
29051,- Monoálcoois saturados:
29052,- Monoálcoois não saturados:
29053,- Dióis:
29054,- Outros poliálcoois:
29055,"- Derivados halogenados, sulfonados, nitrados ou nitrosados dos álcoois acíclicos:"
2906,"Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados."
29061,"- Ciclânicos, ciclênicos ou cicloterpênicos:"
29062,- Aromáticos:
2907,Fenóis; fenóis-álcoois.
29071,- Monofenóis:
29072,- Polifenóis; fenóis-álcoois:
2908,"Derivados halogenados, sulfonados, nitrados ou nitrosados dos fenóis ou dos fenóis-álcoois."
29081,- Derivados apenas halogenados e seus sais:
29089,- Outros:
2909,"Éteres, éteres-álcoois, éteres-fenóis, éteres-álcoois-fenóis, peróxidos de álcoois, peróxidos de éteres, peróxidos de cetonas (de constituição química definida ou não), e seus derivados halogenados, sulfonados, nitrados ou nitrosados."
29091,"- Éteres acíclicos e seus derivados halogenados, sulfonados, nitradosou nitrosados:"
29094,"- Éteres-álcoois e seus derivados halogenados, sulfonados, nitrados ou nitrosados:"
2910,"Epóxidos, epoxiálcoois, epoxifenóis e epoxiéteres, com três átomos nociclo, e seus derivados halogenados, sulfonados, nitrados ou nitrosados."
2912,"Aldeídos, mesmo que contenham outras funções oxigenadas; polímeros cíclicos dos aldeídos; paraformaldeído."
29121,- Aldeídos acíclicos que não contenham outras funções oxigenadas:
29122,- Aldeídos cíclicos que não contenham outras funções oxigenadas:
29124,"- Aldeídos-álcoois, aldeídos-éteres, aldeídos-fenóis e aldeídos que contenham outras funções oxigenadas:"
2914,"Cetonas e quinonas, mesmo que contenham outras funções oxigenadas, e seus derivados halogenados, sulfonados, nitrados ou nitrosados."
29141,- Cetonas acíclicas que não contenham outras funções oxigenadas:
29142,"- Cetonas ciclânicas, ciclênicas ou cicloterpênicas que não contenhamoutras funções oxigenadas:"
29143,- Cetonas aromáticas que não contenham outras funções oxigenadas:
29146,- Quinonas:
2915,"Ácidos monocarboxílicos acíclicos saturados e seus anidridos, halogenetos, peróxidos e perácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados."
29151,"- Ácido fórmico, seus sais e seus ésteres:"
29152,- Ácido acético e seus sais; anidrido acético:
29153,- Ésteres do ácido acético:
2916,"Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e perácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados."
29161,"- Ácidos monocarboxílicos acíclicos não saturados, seus anidridos, halogenetos, peróxidos e perácidos e seus derivados:"
29163,"- Ácidos monocarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, perácidos e seus derivados:"
2917,"Ácidos policarboxílicos, seus anidridos, halogenetos, peróxidos e perácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados."
29171,"- Ácidos policarboxílicos acíclicos, seus anidridos, halogenetos, peróxidos, perácidos e seus derivados:"
29173,"- Ácidos policarboxílicos aromáticos, seus anidridos, halogenetos, peróxidos, perácidos e seus derivados:"
2918,"Ácidos carboxílicos que contenham funções oxigenadas suplementares e seus anidridos, halogenetos, peróxidos e perácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados."
29181,"- Ácidos carboxílicos de função álcool mas sem outra função oxigenada, seus anidridos, halogenetos, peróxidos, perácidos e seus derivados:"
29182,"- Ácidos carboxílicos de função fenol mas sem outra função oxigenada,seus anidridos, halogenetos, peróxidos, perácidos e seus derivados:"
29189,- Outros:
2919,"Ésteres fosfóricos e seus sais, incluindo os lactofosfatos; seus derivados halogenados, sulfonados, nitrados ou nitrosados."
2920,"Ésteres dos outros ácidos inorgânicos de não-metais (exceto os ésteres de halogenetos de hidrogênio) e seus sais; seus derivados halogenados, sulfonados, nitrados ou nitrosados."
29201,"- Ésteres tiofosfóricos (fosforotioatos) e seus sais; seus derivados halogenados, sulfonados, nitrados ou nitrosados:"
2921,Compostos de função amina.
29211,- Monoaminas acíclicas e seus derivados; sais destes produtos:
29212,- Poliaminas acíclicas e seus derivados; sais destes produtos:
29214,- Monoaminas aromáticas e seus derivados; sais destes produtos:
29215,- Poliaminas aromáticas e seus derivados; sais destes produtos:
2922,Compostos aminados de funções oxigenadas.
29221,"- Aminoálcoois, exceto os que contenham mais de um tipo de função oxigenada, seus éteres e seus ésteres; sais destes produtos:"
29222,"- Aminonaftóis e outros aminofenóis, exceto os que contenham mais de um tipo de função oxigenada, seus éteres e ésteres; sais destes produtos:"
29223,"- Aminoaldeídos, aminocetonas e aminoquinonas, exceto de funções oxigenadas diferentes; sais destes produtos:"
29224,"- Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos:"
2923,"Sais e hidróxidos de amônio quaternários; lecitinas e outros fosfoaminolipídios, de constituição química definida ou não."
2924,Compostos de função carboxiamida; compostos de função amida do ácido carbônico.
29241,- Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos:
29242,- Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos:
2925,Compostos de função carboxiimida (incluindo a sacarina e seus sais) ou de função imina.
29251,- Imidas e seus derivados; sais destes produtos:
29252,- Iminas e seus derivados; sais destes produtos:
2926,Compostos de função nitrila.
2929,Compostos de outras funções nitrogenadas (azotadas).
2930,Tiocompostos orgânicos.
2931,Outros compostos organo-inorgânicos.
2932,Compostos heterocíclicos exclusivamente de heteroátomo(s) de oxigênio.
29321,- Compostos cuja estrutura contém um ciclo furano (hidrogenado ou não) não condensado:
29329,- Outros:
2933,Compostos heterocíclicos exclusivamente de heteroátomo(s) de nitrogênio (azoto).
